厦门Manta南境客栈,¥269起,/hotel/hoteldetail?hotelId=90587865&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A90587865%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
隐栖.西居民宿(厦门大学店),¥145起,/hotel/hoteldetail?hotelId=93642203&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A93642203%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门三个厦大人kiwi民宿,¥1122起,/hotel/hoteldetail?hotelId=90381196&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90381196%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门罗约海滨温泉酒店,¥555起,/hotel/hoteldetail?hotelId=90890065&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90890065%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
瑞颐逸居酒店(厦门高崎国际机场湖里大道店),¥324起,/hotel/hoteldetail?hotelId=61160705&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A61160705%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门栖岸风情海景客栈,¥232起,/hotel/hoteldetail?hotelId=92875173&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A92875173%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(厦门明发广场店),¥408起,/hotel/hoteldetail?hotelId=92039739&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A92039739%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A7%7C%2a%7Cpage_size%3A20%7C%2a%7C
希岸酒店(厦门机场区政府店),¥251起,/hotel/hoteldetail?hotelId=92516763&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A92516763%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
旭尔皇酒店(厦门SM城市广场高崎国际机场店),¥274起,/hotel/hoteldetail?hotelId=01401220&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A1401220%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
旺辉酒店(厦门火车站万象城店),¥219起,/hotel/hoteldetail?hotelId=01401331&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A1401331%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
半山伴宿(厦门大学店),¥407起,/hotel/hoteldetail?hotelId=90919129&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A90919129%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
青年阳光S酒店(厦门SM广场松柏店),¥281起,/hotel/hoteldetail?hotelId=01401049&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A1401049%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门三个厦大人HiAir民宿,¥307起,/hotel/hoteldetail?hotelId=93593826&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A93593826%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
麗枫酒店(厦门机场五缘湾地铁站店),¥465起,/hotel/hoteldetail?hotelId=64993746&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A64993746%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
艾思顿酒店(厦门机场自贸区店),¥354起,/hotel/hoteldetail?hotelId=31401041&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A31401041%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门万璟轩酒店,¥229起,/hotel/hoteldetail?hotelId=93366331&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93366331%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门金后酒店,¥249起,/hotel/hoteldetail?hotelId=31401033&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A31401033%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门鹭江·佲家酒店,¥595起,/hotel/hoteldetail?hotelId=92418934&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A92418934%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门香格里拉,¥1103起,/hotel/hoteldetail?hotelId=92490697&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92490697%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿复境酒店,¥435起,/hotel/hoteldetail?hotelId=01401754&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A1401754%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
麗枫酒店(厦门中山路步行街镇海路地铁站店),¥389起,/hotel/hoteldetail?hotelId=93433187&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93433187%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿乐云阁民宿,¥291起,/hotel/hoteldetail?hotelId=94039410&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A94039410%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
柏曼酒店(厦门翔安马巷店),¥308起,/hotel/hoteldetail?hotelId=93985500&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93985500%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兴恒大酒店,¥358起,/hotel/hoteldetail?hotelId=31401379&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A31401379%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
聆感酒店(鼓浪屿德国领事馆店),¥864起,/hotel/hoteldetail?hotelId=91882580&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A91882580%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门温尼斯依诺海海景度假别墅,¥595起,/hotel/hoteldetail?hotelId=31401390&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A31401390%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门出尘设计师民宿,¥100起,/hotel/hoteldetail?hotelId=60418547&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A60418547%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A8%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪酒店(厦门火车站万象城店),¥413起,/hotel/hoteldetail?hotelId=90900232&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90900232%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(厦门SM广场松柏店),¥360起,/hotel/hoteldetail?hotelId=92178697&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92178697%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门一格海景度假驿栈,¥232起,/hotel/hoteldetail?hotelId=91862754&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A91862754%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海港英迪格酒店,¥781起,/hotel/hoteldetail?hotelId=51401044&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A51401044%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门集美湖商务中心亚朵酒店,¥535起,/hotel/hoteldetail?hotelId=63702347&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A63702347%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门十四份客栈,¥161起,/hotel/hoteldetail?hotelId=90763981&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90763981%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门双城记度假庄园,¥179起,/hotel/hoteldetail?hotelId=91749219&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A91749219%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海沧融信华邑酒店,¥614起,/hotel/hoteldetail?hotelId=92712043&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92712043%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
维也纳酒店(厦门机场江头地铁站店),¥283起,/hotel/hoteldetail?hotelId=41401185&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A41401185%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门磐基希尔顿酒店,¥683起,/hotel/hoteldetail?hotelId=51401015&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A51401015%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
青年阳光酒店(厦门翔安文教园店),¥289起,/hotel/hoteldetail?hotelId=94339399&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A94339399%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门五缘湾凯悦酒店,¥699起,/hotel/hoteldetail?hotelId=92068547&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92068547%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门丽致酒店(厦门北站集美店),¥105起,/hotel/hoteldetail?hotelId=92812169&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A92812169%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门燕溪民宿,¥309起,/hotel/hoteldetail?hotelId=93404391&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93404391%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门栖隐舒心民宿,¥265起,/hotel/hoteldetail?hotelId=90961836&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90961836%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿拉拉萨尔玛旅馆,¥439起,/hotel/hoteldetail?hotelId=90586481&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A90586481%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
时尚旅馆(厦门机场店),¥82起,/hotel/hoteldetail?hotelId=90706284&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A90706284%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
客谈民宿(厦门曾厝垵店),¥345起,/hotel/hoteldetail?hotelId=93513818&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A93513818%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(厦门机场湖里大道店),¥318起,/hotel/hoteldetail?hotelId=01401112&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A1401112%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
驿起酒店(厦门北站店),¥159起,/hotel/hoteldetail?hotelId=92704547&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A92704547%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A9%7C%2a%7Cpage_size%3A20%7C%2a%7C
桔子酒店(厦门集美学村店),¥294起,/hotel/hoteldetail?hotelId=93944184&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A93944184%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A11%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门不象非客栈,¥461起,/hotel/hoteldetail?hotelId=01401833&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A1401833%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A11%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(厦门机场区政府店),¥329起,/hotel/hoteldetail?hotelId=01401026&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A1401026%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A11%7C%2a%7Cpage_size%3A20%7C%2a%7C
