汉庭优佳酒店(上海青浦城中西路店),¥153起,/hotel/hoteldetail?hotelId=60370670&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A60370670%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海水云间民宿,¥453起,/hotel/hoteldetail?hotelId=60943129&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A60943129%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家商旅酒店(上海虹桥枢纽九亭文化广场店),¥280起,/hotel/hoteldetail?hotelId=00201579&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A201579%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
城家公寓酒店(上海新国际博览中心店),¥222起,/hotel/hoteldetail?hotelId=93462741&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A93462741%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
base佰舍服务式公寓(上海苏河店),¥621起,/hotel/hoteldetail?hotelId=10201458&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A10201458%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
与白一期民宿(上海国际旅游度假区店),¥594起,/hotel/hoteldetail?hotelId=60703453&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A60703453%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
海友良品(上海国展中心金丰路店),¥163起,/hotel/hoteldetail?hotelId=00201984&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A201984%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海镇坪路地铁站新店),¥279起,/hotel/hoteldetail?hotelId=70201201&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A70201201%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海香遇独立民宿,¥1570起,/hotel/hoteldetail?hotelId=93627221&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93627221%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
桔子水晶上海外滩四川北路酒店,¥442起,/hotel/hoteldetail?hotelId=68500466&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A68500466%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海大学塔城路店),¥235起,/hotel/hoteldetail?hotelId=64677667&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A64677667%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
汇鑫商务宾馆(上海奉贤工业园区店),¥193起,/hotel/hoteldetail?hotelId=93526303&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93526303%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家酒店(上海徐家汇八万人体育场天钥桥路店),¥305起,/hotel/hoteldetail?hotelId=60201261&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A60201261%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海谧舍·七禾度假精品民宿,¥358起,/hotel/hoteldetail?hotelId=94084058&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A94084058%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
和颐酒店(上海虹桥火车站国家会展中心徐泾店),¥241起,/hotel/hoteldetail?hotelId=90720037&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A90720037%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海Grand Inn西郊公寓酒店,¥871起,/hotel/hoteldetail?hotelId=10201005&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A10201005%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
格林豪泰(上海马陆地铁站店),¥226起,/hotel/hoteldetail?hotelId=00202380&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A202380%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
桔子酒店(上海虹桥延安西路店),¥292起,/hotel/hoteldetail?hotelId=61467287&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A61467287%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家酒店(上海美兰湖月罗公路店),¥193起,/hotel/hoteldetail?hotelId=90921277&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90921277%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
尚客优连锁酒店(上海佘山商业中心店),¥172起,/hotel/hoteldetail?hotelId=93652968&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A93652968%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海鹿鸣精品民宿,¥372起,/hotel/hoteldetail?hotelId=93282293&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93282293%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海五角场中心店),¥236起,/hotel/hoteldetail?hotelId=94047541&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A94047541%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海铜川路地铁站),¥210起,/hotel/hoteldetail?hotelId=90747958&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90747958%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海Nous麓眠设计师民宿,¥1038起,/hotel/hoteldetail?hotelId=61188230&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A61188230%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海宿於民宿,¥1174起,/hotel/hoteldetail?hotelId=92757564&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A92757564%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海芷有一居民宿,¥7207起,/hotel/hoteldetail?hotelId=60870491&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A60870491%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家商旅酒店(上海华东师范大学吴泾店),¥284起,/hotel/hoteldetail?hotelId=92170870&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92170870%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
莫泰168(上海思南路店),¥301起,/hotel/hoteldetail?hotelId=00201093&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A201093%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海易居酒店,¥221起,/hotel/hoteldetail?hotelId=93644235&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93644235%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
等逅轻奢酒店(上海五角场复旦大学店),¥215起,/hotel/hoteldetail?hotelId=10201293&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A10201293%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
朱家角井亭民宿,¥1934起,/hotel/hoteldetail?hotelId=63962067&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A63962067%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭优佳酒店(上海水产路地铁站酒店),¥258起,/hotel/hoteldetail?hotelId=10201365&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A10201365%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
源·智慧酒店(上海小陆家嘴店),¥434起,/hotel/hoteldetail?hotelId=61462205&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A61462205%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(上海莘庄北广场店),¥305起,/hotel/hoteldetail?hotelId=60287743&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A60287743%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海魔都云庐·三仟院精品民宿,¥250起,/hotel/hoteldetail?hotelId=92338761&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A92338761%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海妙妙花园民宿,¥572起,/hotel/hoteldetail?hotelId=92609269&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A92609269%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海朱家角漕溪别苑,¥823起,/hotel/hoteldetail?hotelId=92823601&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92823601%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海尊茂酒店,¥518起,/hotel/hoteldetail?hotelId=40201020&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A40201020%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
东海宾馆,¥372起,/hotel/hoteldetail?hotelId=20201081&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A20201081%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海金桥佳友美居酒店,¥420起,/hotel/hoteldetail?hotelId=69460349&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A69460349%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海金桥中环碧云庭服务公寓,¥874起,/hotel/hoteldetail?hotelId=91488161&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A91488161%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海凯世精品酒店,¥606起,/hotel/hoteldetail?hotelId=50201542&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A50201542%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
半舍精品民宿(朱家角古镇壹号店),¥14587起,/hotel/hoteldetail?hotelId=93547916&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A93547916%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
汉庭酒店(上海丰庄店),¥200起,/hotel/hoteldetail?hotelId=91778228&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A91778228%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
花筑·上海栖迟民宿,¥376起,/hotel/hoteldetail?hotelId=93042716&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93042716%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(上海五角场翔殷路店),¥369起,/hotel/hoteldetail?hotelId=94416506&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A94416506%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家酒店·neo(上海陆家嘴八佰伴浦东南路店),¥242起,/hotel/hoteldetail?hotelId=00201318&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A201318%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海华夏宾馆,¥544起,/hotel/hoteldetail?hotelId=40201037&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A40201037%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海大灶头农家乐,¥267起,/hotel/hoteldetail?hotelId=91512122&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A91512122%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海恒枫酒店,¥227起,/hotel/hoteldetail?hotelId=90201323&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90201323%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
上海宝山宝杨智选假日酒店,¥364起,/hotel/hoteldetail?hotelId=65200132&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A201%7C%2a%7CqId%3A7eff28ec-9475-42fb-ba42-f4e3a7704b88%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A201%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A65200132%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
