酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
厦门宇泰酒店,经济型,¥165起,28,厦门火车站地区 | 禾祥东路67号之35皓晖花园西侧,502米，步行约680米，预计10分钟,10分钟,距湖滨东路地铁站直线502米，步行约680米，预计10分钟,86,4.1,259,4.4,4.4,4.5,4.5,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年10月01日,null,15880266266,厦门宇泰酒店位于禾祥东路，周围交通十分便利。旅馆周边有多家餐馆和便利店。旅馆拥有各类舒适房间，房间干净，布置温馨，为您的住宿带来居家的便利体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90016567&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A90016567%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A49%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海立间休闲客栈,经济型,¥140起,16,环岛路/黄厝海滨浴场/会展中心 | 环岛路风景区塔头29号,0.4公里，步行约0.6公里，预计9分钟,9分钟,距台湾民俗村直线0.4公里，步行约0.6公里，预计9分钟,87,4.4,55,4.5,4.6,4.5,4.5,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2017年04月01日,2015年02月01日,0592-2562799,厦门海立间休闲客栈座落于风景绝佳的环岛路塔头村，在这里有美丽的沙滩，有蔚蓝的大海，有温暖的阳光还有朴实热情的人们。塔头村邻近台湾民俗村、曾厝垵、胡里山炮台、厦大、南普陀、中山路步行街、轮渡及国际会展中心等知名景点，交通便利，空气清新，依山傍海。客栈拥有16间不同风格的房间，静谧舒适，设备齐全，干净卫生，给旅途中的您带来家一样的感受。欢迎入住！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90823190&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A90823190%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A49%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门观海悠然海景度假民宿,经济型,¥314起,10,曾厝垵地区 | 曾厝垵村曾厝垵社69-1号,136米，步行约191米，预计3分钟,3分钟,距曾厝垵直线136米，步行约191米，预计3分钟,90,4.6,58,4.6,4.7,4.6,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2021年03月01日,2021年03月01日,18144138465,民宿位于“中国最文艺渔村”曾厝垵景区内，距离海边直线距离不超过80米，可谓近在咫尺！民宿距曾厝垵地标大门及公交站台非常近（就在公交站旁，一眼就能看到），将给您的出游带来极大的便利！民宿主打海景房系列（共10间客房，其中7间海景房），让您感受日出日落与海岸自然融合的美好体验；楼顶超大露台给您360度全视野观海体验，更是网红拍照理想之处；设计师将摩洛风极简化后营造出简约舒适的民宿风格，适宜各类人群入住！！,https://hotel.elong.com/hotel/hoteldetail?hotelId=66045609&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A66045609%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A49%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门祥来出租房,经济型,¥78起,21,翔安商业广场 | 马巷镇巷东路83号,834米，步行约1.2公里，预计16分钟,16分钟,距厦门市第五医院直线834米，步行约1.2公里，预计16分钟,88,4.7,110,4.7,4.7,4.7,4.7,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2020年10月01日,2020年10月01日,18359700493,民宿坐落在美丽的旅游城市厦门马巷镇巷东路，附近就是非常繁华的商业街吃喝玩乐都超级的方便，而且还在公交总站的旁边出行也是非常的方便民宿客房干净整洁，设施齐全，欢迎下榻！,https://hotel.elong.com/hotel/hoteldetail?hotelId=67136546&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A67136546%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A49%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门新天鹅城堡庄园,经济型,¥371起,14,曾厝垵地区 | 环岛路曾厝垵373号,312米，步行约582米，预计8分钟,8分钟,距曾厝垵直线312米，步行约582米，预计8分钟,100,5.0,10,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,1,1,2016年12月01日,2016年09月01日,0592-2518558,厦门新天鹅城堡庄园位于厦门思明区曾厝垵，近曾厝垵教堂，步行约5分钟即到环岛路和海边，四周生活设施完善，出行便捷。 庄园临近鼓浪屿、中山路步行街、厦门大学、南普陀寺、胡里山炮台、国际马拉松赛道、椰风寨、音乐广场、厦大白城海滩、珍珠湾海滩、环岛路木栈道等著名旅游景点。这里拥有多种房型供你选择，客房洁净齐整，浪漫温馨，房内所有摆设都是店主精心挑选，且提供24小时热水、空调、无线WIFI等设施都有，拎包即可入住。在这里，你可以坐在天台发呆，伴着音乐喝着咖啡；在环岛路上吹吹海风，骑骑自行车，光脚丫子踩着沙滩看日升日落；在天台上喝喝红酒吹吹牛。 晚上，你可以和ta毫无顾忌地躺在沙滩上，听听海浪、看看天空、数数星星，积累属于你们的回忆和感动。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91947514&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A91947514%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A49%7C%2a%7Cpage_size%3A20%7C%2a%7C
布书公寓(厦门海沧新阳店),经济型,¥174起,36,新阳工业区 | 新阳街道新垵东片189号7楼,343米，步行约440米，预计7分钟,7分钟,距新阳医院直线343米，步行约440米，预计7分钟,85,4.6,183,4.6,4.6,4.6,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2020年12月01日,2020年12月01日,18120748802,装修于2020-12-01，相信无论您是一日游还是深度游，公寓都是您厦门之行的不二选择。客房内的所有设施都是经过精心的考虑和安排，空调在满足您入住需求的同时又能增添家的温馨感。服务人员会提前为您准备好瓶装水，以满足您的饮水需求。浴室内提供拖鞋、24小时热水和吹风机，让您感受到宾至如归的享受。在一天的忙碌后，您可以在酒店尽情的享受各种体育和休闲设施。24小时开放的前台服务可为您随时提供信息，以帮助您探索这个魅力之都。,https://hotel.elong.com/hotel/hoteldetail?hotelId=64625698&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A64625698%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门小鱼贝度假馆,经济型,¥140起,32,环岛路/黄厝海滨浴场/会展中心 | 滨海街道黄厝塔头198号,0.4公里，步行约0.6公里，预计10分钟,10分钟,距台湾民俗村直线0.4公里，步行约0.6公里，预计10分钟,92,4.5,60,4.7,4.8,4.8,4.6,4.1,14:00,12:00,1,1,0,0,0,1,0,1,null,2014年08月01日,0592-2092198,厦门小鱼贝度假馆地处厦门岛独具特色的环岛路上，位于金山寨脚下，坐山面海，依山傍海，交通便利。简洁宽敞的客房里配设空调、液晶电视、暖气、24小时热水、独立卫浴等设施，无线网络让你与外界沟通不中断。这里有停车场，闲暇时，还可以逛逛礼品廊。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90510615&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90510615%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿海屿之恋旅馆,经济型,¥486起,12,鼓浪屿地区 | 福州路61号,138米，步行约290米，预计4分钟,4分钟,距厦门海底世界直线138米，步行约290米，预计4分钟,95,4.6,73,4.7,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,0,2020年01月01日,2018年05月01日,0592-2066772,旅馆地处鼓浪屿商业街，离三丘田码头约5分钟的路程，旁边不到10米就是龙头路的小吃街，所属位置是鼓浪屿的中心位置！是一个以“大海岛屿”为主题的情侣酒店，环境舒适，设施完善。旅馆客房简单温馨，设施齐全，处处透露着酒店的用心。饮食，也是旅途中不可错过的风景。在鼓浪屿上，您可在附近享受传统的台湾美食。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92146411&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A92146411%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门布书·禾正大酒店(高崎机场店),高档型,¥190起,154,高崎机场地区 | 行政中心禾山路1301-1309,None,距离火炬园地铁站1.8公里，驾车至此2.8公里，约9分钟,距离火炬园地铁站1.8公里，驾车至此2.8公里，约9分钟,80,4.4,386,4.4,4.4,4.4,4.4,4.0,14:00,12:00,1,1,1,0,0,0,1,1,2017年06月01日,2011年01月01日,0592-5515555,酒店位于湖里区行政中心禾山路（成功大道路口），毗邻湖里火炬高新技术园区，TBK商业中心；酒店距离SM城市商业广场约10分钟车程，出行便利。酒店经营面积15000平米，拥有高档精品客房百余间，房内配设齐全。这里还经营中西菜系，中餐包厢6个，大型宴会厅可同时容纳250人就餐。同时经营养生足道、KTV包厢65间、会员俱乐部等配套娱乐休闲场所，满足客人不同的需求。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401433&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A1401433%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门映像客栈,经济型,¥679起,17,环岛路/黄厝海滨浴场/会展中心 | 环岛路黄厝茂后14号,511米，步行约897米，预计12分钟,12分钟,距黄厝海滨直线511米，步行约897米，预计12分钟,100,5.0,1101,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年06月01日,2013年04月01日,17506077138,厦门映像主题客栈坐落于厦门黄厝老城区，现代都市的摩登繁华，闽南文化的历史情怀，在这里你都可以感受到，步行几分钟出门就可以到达海滨沙滩，并可以打卡许多厦门老字号的小吃，屋内以简约大气为主的风格，让你出门也有在家的舒适度～1，其他配置：收费停车场，全自动洗衣机，电视，冷暖空调，厨房免费使用，免费儿童室内游乐区。2，行李免费寄存，儿童沙滩玩具。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401984&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A1401984%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门泊心客栈,经济型,¥282起,15,曾厝垵村曾厝垵社,249米，步行约301米，预计5分钟,5分钟,距曾厝垵直线249米，步行约301米，预计5分钟,100,5.0,106,5.0,5.0,5.0,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年05月01日,18950060052,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60329460&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A60329460%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿万水千山度假山庄,经济型,¥611起,20,鼓浪屿地区 | 鼓新路33号,1.7公里，驾车约1.1公里，预计2分钟,2分钟,距镇海路地铁站直线1.7公里，驾车约1.1公里，预计2分钟,87,4.4,76,4.6,4.7,4.7,4.7,4.1,14:00,12:00,1,1,0,0,0,0,0,1,2018年07月01日,2012年03月01日,13906003553,万水千山总是“琴”，琴键如山、琴音似水。穿越万水千山，您从人海中走来，邂逅了美丽的琴岛，您定会发现、这里是您旅途中的又一个家——厦门鼓浪屿万水千山度假山庄。厦门鼓浪屿万水千山度假山庄位于笔架山半山坡、占地一千多平方米，原为国民党将军私人别墅，历经岁月腐蚀、逐渐荒落。现主人站在游者的角度，在充分保留其厚重的历史气息的同时，加入现代的元素，精心布置成温馨舒适的家庭式旅馆。花园式建筑、欧式装修、休闲庭院、望海酒吧天台、尤其是安静、宽敞、舒适的房间，让您充分感受到家的感觉，让您抖落一身的风尘，卸去一路的疲惫，畅享旅行的欢乐。厦门鼓浪屿万水千山度假山庄期待您的到来。 万水千山、她从梦里向你走来，一夜梦醒，美好显眼眼前。暖日鸟鸣、清新的空气。开始新一天的人生旅程。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401502&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A1401502%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门政和酒店,经济型,¥147起,6,厦门北站地区 | 后溪镇后垵村龙头里76号,None,距离天水路地铁站0.3公里，步行至此0.3公里，约4分钟,距离天水路地铁站0.3公里，步行至此0.3公里，约4分钟,91,4.6,77,4.6,4.7,4.7,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年05月01日,2017年09月01日,18059830663,该客栈位于厦门北火车站附近，周边大学有工商旅游学校、理工大学、华夏科技学院、福州美术大学、华侨大学、软件职业技术学院、诚毅学院、兴才学院、集美大学等等左邻长途车站约100多米，右邻厦沙高速入口约500米右，临近机场，嘉庚公园，圆博苑，龙舟池，鼓浪屿，南普陀，胡里山炮台，椰风寨，环岛路交通出行便利，是你出差、旅游的理想选择。客栈装潢温馨，设备齐全，环境优美，闹中取静，温馨舒适，干净整洁，服务于来自全国各地的朋友，客栈都从入住者的角度考虑，因为希望客人住得舒心，住得开心，住得放心，让出行的朋友感受到家的温暖。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92565832&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92565832%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
尚品商务酒店(厦门北站店),经济型,¥135起,32,厦门北站地区 | 埔中央里8-1号,447米，步行约739米，预计11分钟,11分钟,距厦门华厦学院直线447米，步行约739米，预计11分钟,85,4.2,33,4.5,4.3,4.4,4.4,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2018年10月01日,2018年07月01日,0592-6282773,位于厦门北站商圈中心区域，客栈距离大学城商业街，吃、住、玩、购物、旅游集于一体，周边大学林立，有着浓浓的学者气息，距离福州大学厦门工艺美术学院、厦门理工学院、厦门华夏学院、厦门工学院、厦门工商旅游学校不到百米，交通便利，厦门每个旅游景点都有直达公交，打车更加方便。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93392158&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A93392158%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
晶珑大酒店(厦门高崎机场店),舒适型,¥246起,162,高崎机场地区 | 县后东二里5号,277米，步行约372米，预计6分钟,6分钟,距县后站(公交站)直线277米，步行约372米，预计6分钟,82,4.5,229,4.4,4.5,4.5,4.5,4.0,10:00,14:00,1,1,1,1,0,1,1,1,2017年11月01日,2012年12月01日,0592-5563111,厦门晶珑大酒店位于厦门市湖里区，临近厦门高崎国际机场，地处厦门大桥、翔安隧道、杏林大桥、集美大桥进岛线路的便捷点，交通十分便利。厦门晶珑大酒店楼高6层，配有豪华舒适的电梯。酒店拥有各类客房，装修时尚高雅，配套设施齐全，可满足宾客商务、旅游的不同需求，以舒适、安全、亲切的服务，为宾客全心打造温馨、浪漫的现代居家感受。,https://hotel.elong.com/hotel/hoteldetail?hotelId=41401231&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A41401231%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
怡莱酒店(厦门火车站一璞店),经济型,¥204起,31,厦门火车站地区 | 厦禾路878号4楼,0.7公里，步行约1.2公里，预计18分钟,18分钟,距湖滨东路地铁站直线0.7公里，步行约1.2公里，预计18分钟,82,4.4,235,4.4,4.6,4.5,4.5,4.0,14:00,12:30,1,1,0,0,0,0,0,1,null,2019年07月01日,0592-6800688,酒店地处厦禾路，周边有沃尔玛、世贸商城、乐购及罗宾森、中闽地下购物商城，以及金榜公园、南湖公园，地理位置优越，交通便利。酒店设计装修，客房设备齐全，拥有各类客房。部分房间配备沙发，酒店可享受免费的高速上网。房间装修时尚、精致，是休憩的绝佳场所，处处让客人感受到无微不至的关怀。厦门一璞酒店“一尘不染，返璞归真”是我们的宗旨，您的满意就是我们的目标！,https://hotel.elong.com/hotel/hoteldetail?hotelId=94335700&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A94335700%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门盟念民宿,经济型,¥147起,14,曾厝垵地区 | 曾厝垵295-1,309米，步行约443米，预计6分钟,6分钟,距曾厝垵直线309米，步行约443米，预计6分钟,98,4.9,294,4.8,5.0,4.8,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年01月01日,2017年07月01日,0592-2089610,厦门盟念民宿位于美丽的曾厝垵渔村，交通便利，离海近。周报有著名的厦门大学、胡里山炮台、中上路步行街等著名景点。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92562735&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92562735%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
舒途旅行别苑(曾厝垵北二路分店),经济型,¥164起,5,滨海街道曾厝垵北二路曾厝垵社区厦大学生公寓公交车站旁,453米，步行约673米，预计10分钟,10分钟,距上李新村地铁站直线453米，步行约673米，预计10分钟,100,4.9,1848,5.0,5.0,5.0,4.7,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年12月01日,021-26137886,午后阳光，夜晚繁星，遇到的你也算风景。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60848669&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A60848669%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门山妹子农庄,经济型,¥225起,4,厦门北站地区 | 后溪镇孙坂南路766-768号,1.9公里，驾车约3.1公里，预计8分钟,8分钟,距华侨大学地铁站直线1.9公里，驾车约3.1公里，预计8分钟,100,5.0,5,5.0,5.0,5.0,5.0,4.0,14:00,12:30,1,1,0,0,0,0,0,1,2021年02月01日,2021年02月01日,15306988808,位于厦门，2021-02-01开业的厦门山妹子农庄，将是您旅途中的不二选择。酒店对客房的装饰十分考究，每间设施齐全的客房都配备有空调。有饮水需求的旅客，酒店还为您提供了咖啡壶/茶壶和瓶装水。浴室配有拖鞋、24小时热水和吹风机。酒店设有大堂吧，您可在这里放松身心，享受贴心的服务。如果您觉得在餐饮服务方面仅限于此，那么周边的津品味(嘉庚店)（快餐简餐）定会让你大吃一惊，沙茶面和汤包是不容错过的美味。酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=67241068&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A67241068%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A51%7C%2a%7Cpage_size%3A20%7C%2a%7C
