酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
大理洱海小墅客栈,经济型,¥151起,12,洱海才村风景区 | 大理古城瓦村十三组,207米，步行约274米，预计4分钟,4分钟,距才村风景区直线207米，步行约274米，预计4分钟,99,4.9,279,4.7,4.9,4.9,4.8,4.0,12:00,12:00,1,1,0,0,0,0,0,1,2018年12月01日,2018年08月01日,15096976463,大理洱海小墅客栈位于大理古城才村码头洱海边，洱海小墅花草树木繁多，春意盎然很适合修身养性。客栈所处地理位置优越安静优雅距洱海4分钟路程，早上有兴致可以在顶楼看苍山看洱海日初（才村是看洱海日初的不二选择哦），晚上数数天上的星星吹吹洱海边的风也是很安逸的。小墅一楼设有茶室，喜欢喝茶的朋友可以一起品茶，老板有一手烘培的好厨艺想学做蛋糕朋友们可以跟老板娘学习。小墅二楼的房间有带阳台的躺在沙发上享受着阳光浴很适合发呆看书。三楼顶的大露台东面可洱海西面可观苍山全景，更是夜观繁星的完美地方。如果你喜欢大理就来洱海小墅吧在这里尽情享受大理的安逸生活！大理欢迎你！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90834230&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A90834230%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
剑川波罗的海客栈,经济型,¥203起,4,沙溪古镇 | 沙溪灯塔村43号,3.5公里，驾车约4.8公里，预计12分钟,12分钟,距沙溪古镇直线3.5公里，驾车约4.8公里，预计12分钟,100,5.0,4,5.0,5.0,5.0,5.0,4.0,13:00,12:00,1,1,0,0,0,0,0,1,2014年03月01日,2013年11月01日,18313181217,客栈位于沙溪古镇和白龙潭之间灯塔村的半山上，从客栈后山出发有数条徒步线路可探访明清时代的庙宇，茂密的原始森林和静谧的田园风光，跑步爱好者可享受到安静平缓风景上佳的山道。客栈设施较简朴，大部分人来的原因是安静的环境，上佳的风景视线和周围可以随意漫步的山野田坝。2楼观景平台可以远眺俯瞰整个沙溪坝子南部，天气晴好时则是观星赏月的绝佳地。原生态白族村庄迄今仅有的客栈，可近距离感受真实的白族农耕生活。客栈老房客厅提供各式现磨咖啡，各种茶饮及满满一书架的中外图书期刊。客栈餐厅可以提供中式简餐或搭餐，早餐另外收费分中西式两种.客房阳台山景房在二楼，其余都在一楼。房内全部采用宜家纺织用品，洗浴用品则为家用知名品牌，因为环保原因不提供一次性用品。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90463839&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90463839%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理锦钰酒店,经济型,¥60起,15,大理火车站 | 经济开发区金贝小区内五台路55号,438米，步行约938米，预计14分钟,14分钟,距大理站直线438米，步行约938米，预计14分钟,87,4.6,8,4.9,4.9,4.8,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,null,0872-2322226,大理锦钰酒店是一家舒适经济的客栈，位于大理经济开发区金贝小区内五台路55号 ，近宗山大厦。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90781857&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90781857%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理喜洋洋客栈,经济型,¥188起,17,大理古城 | 古城南门村委会10组,782米，步行约1.2公里，预计18分钟,18分钟,距大理古城直线782米，步行约1.2公里，预计18分钟,100,5.0,10,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2015年06月01日,2015年03月01日,17387261186,大理喜洋洋客栈位于大理古城南门老城隍庙旁，地段优越。客房温馨舒适，是您理想的入住场所。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90908498&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A90908498%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城慧雅居客栈,经济型,¥197起,10,大理古城 | 古城玉洱路280号,1.2公里，驾车约3.1公里，预计8分钟,8分钟,距大理古城客运服务站直线1.2公里，驾车约3.1公里，预计8分钟,100,5.0,7,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,null,2016年01月01日,0872-2699756,大理古城慧雅居客栈位于古城玉洱路，步行可至人民路、洋人街，紧邻普贤寺，邻近竹明园、白龙庙、诚心井等，出行便捷。大理古城慧雅居客栈是一家位置优越的舒适客栈，精致小院，环境优美。客房宽敞、干净、安静，设施齐全，房型种类多样，是您旅途休息的上佳选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91336746&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A91336746%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理鹤拓缘艺术阁客栈,经济型,¥233起,9,大理古城 | 大理镇叶榆路197号,630米，步行约713米，预计11分钟,11分钟,距洋人街直线630米，步行约713米，预计11分钟,100,5.0,6,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2018年05月01日,2017年10月01日,18788504496,客栈位于大理古城的中心地段，周边有停车场，大型超市，大理特色风味美食；距离古城洋人街仅50米，人民路仅200米；人民路地处大理古城中心区域，大理的人民路被称为“乌托邦”。鹤拓：唐时南诏的别名（大理别名），关于大理坝子的开辟，有一种古老的创世神话，那就是“鹤拓平土”的神话。它不但在民间广为流传，就连历代的古籍中都多有记载：《新唐书•南诏传》就有“南诏，或曰鹤拓”的说法；大理这片沃土早先是由一对仙鹤指引而开拓的，因而叫做“鹤拓平土”，大理还有“妙香古国”之称，观音大士也就常被称为“妙香公主”。店名的含义是与大理的缘份，就定格于鹤拓缘。客栈建筑风格为大理白族民居式，进入院内有鱼池、石山，流淌的水给人心旷神怡的感觉，大堂摆放着大理白族鹤庆的婚嫁衣服，该服饰记录着鹤庆的历史，也是鹤庆文化的载体。房间装饰都是手工制作，扎染和蜡染都进行了设计，传统与现代的结合，在不丢失传统手做的基础上结合了视觉的设计，客栈的亮点在于让入住着，体验到无论是视觉还是感知上都烙印着与大理的缘份。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92621976&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A92621976%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理圆壹别墅,舒适型,¥519起,36,苍山风景区 | 大理镇沧海一墅八期H29-9,3.8公里，驾车约5.5公里，预计10分钟,10分钟,距大理学院古城校区直线3.8公里，驾车约5.5公里，预计10分钟,100,5.0,6,5.0,4.8,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2018年05月01日,2018年02月01日,15368307027,别墅位于大理古城边上苍海小院八期，苍山脚下周围环境清幽，独一处静心的休憩之所，早上爬苍山，下午游洱海，晚上逛古城，回小院饮茶看星空观洱海。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93378038&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A93378038%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理金斗客栈,经济型,¥120起,30,大理市主城区(下关) | 下关镇文献村一社45号,1.2公里，驾车约2.0公里，预计1分钟,1分钟,距大理站直线1.2公里，驾车约2.0公里，预计1分钟,100,5.0,7,5.0,5.0,5.0,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年02月01日,18608726568,大理金斗客栈购物饮食方便。客栈是独院民宿，周边环境优雅，安静舒适。客栈房屋新建，全新装修，设施齐全，以复古中式风格为主，拥有多类客房，设有地下停车场，无论商务、度假、静修、休闲，都是您的理想之选！ 金斗客栈，坚持“宾客至上，服务”为经营宗旨，为您提供“家”的体验感！欢迎各位宾客入住，预祝各位宾客宾至如归，开心快乐！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93944118&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A93944118%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理市梦里花精品民宿,经济型,¥276起,1,大理古城 | 大理州大理市梦里花客栈(大理古城西门水碓村),345米，步行约1.2公里，预计16分钟,16分钟,距大理农林职业技术学院直线345米，步行约1.2公里，预计16分钟,100,5.0,260,4.9,5.0,5.0,5.0,4.0,14:00,12:00,0,1,0,0,0,0,0,1,null,2019年06月01日,021-26137886,客栈位置：位于大理古城西门――步行10分钟就到古城――距离崇圣寺三塔5分钟车程（2km）――距离下关火车站高铁站30分钟车程（15km）――距离机场60分钟车程（40km）――背靠苍山零距离――距离苍山中和寺索道4分钟车程（2km）,https://hotel.elong.com/hotel/hoteldetail?hotelId=94254427&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A94254427%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
洱源梅子树下湖景度假酒店,舒适型,¥342起,18,茈碧湖风景区 | 茈碧湖镇梨园村,107米，步行约107米，预计2分钟,2分钟,距世外梨园直线107米，步行约107米，预计2分钟,100,4.9,26,4.9,4.9,4.9,4.9,4.0,14:00,13:00,1,1,1,0,0,1,0,1,2021年01月01日,2021年01月01日,13887233558,客栈位于云南省大理州洱源县茈碧湖景区梨园古村落，提供早餐、下午茶、现磨咖啡、甜品、各类小吃、私房菜和茶室。,https://hotel.elong.com/hotel/hoteldetail?hotelId=65060320&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A65060320%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理小巷客栈,经济型,¥169起,7,大理古城 | 大理古城复兴路376号,1.0公里，驾车约2.1公里，预计8分钟,8分钟,距大理农林职业技术学院直线1.0公里，驾车约2.1公里，预计8分钟,100,4.9,19,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2014年01月01日,0872-8818068,本客栈是新建新装修家庭式客栈，是爱好享受阳光、品茶、发呆人士的好去处。本店提供10兆光纤网络，每间客房配备独立WiFi。客栈位于大理古城复兴路376号，这里地理位置优越，客栈是一家才装修的家庭式客栈，温馨舒适。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90248366&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A90248366%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理静归斋客栈,经济型,¥254起,10,喜洲 | 喜洲镇西入口D1院,201米，步行约306米，预计5分钟,5分钟,距喜洲古镇直线201米，步行约306米，预计5分钟,100,4.9,10,4.8,4.9,4.9,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2014年09月01日,0872-2451368,客栈地处文化古镇喜洲西入口处，西有仓山东有洱海，北有蝶泉南有古城，地理位置优越，周边环境幽雅静谧，旅游交通十分便捷。客栈以“涵养心性，静定归真”得名，意味使心性和生命返还到纯朴纯真的状态。客栈由传统民宿改建，拥有独特的建筑结构外观；内部装饰古朴典雅，两层木楼雕梁画栋，华丽而不浮躁；客房布置如家般温馨舒适、简约清新，设有多款房型，房内设施设备齐全，满足旅人日常生活所需。客栈附设咖啡厅、茶室、停车场等设施，院内还有一阳光长廊，供旅人品茗静读、修养身心，院外的莲花池内时不时可见野鸭，极富闲情野趣。古人云“居而有竹，住而有水”，客栈是旅人缓解疲惫的理想去处。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90564308&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90564308%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理玖久印象精品客栈,经济型,¥218起,10,大理古城 | 大理镇莲花池村一塔路116-1号,0.7公里，步行约1.0公里，预计14分钟,14分钟,距大理古城直线0.7公里，步行约1.0公里，预计14分钟,99,5.0,164,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,1,0,1,null,2016年07月01日,13887216725,大理玖久印象精品客栈座落于大理古城一塔路中段的莲花池村，紧邻古城墙遗址，毗邻南水库，背靠苍山，远眺洱海，地理位置优越是闹中取静的桃园，走出客栈，进入古城南门只需8分钟，坐机场大巴只需5分钟。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91954936&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A91954936%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理51号客栈,经济型,¥325起,8,大理古城 | 古城上菜园52号,792米，步行约1.1公里，预计17分钟,17分钟,距大理古城客运站(公交站)直线792米，步行约1.1公里，预计17分钟,100,4.9,21,4.9,5.0,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2020年04月01日,2017年04月01日,17842256623,坐落于大理古城的大理51号客栈，会让您在大理市拥有别样的体验，开展一段难忘的旅行。大理荒草坝机场距离酒店大约28km，大理站距离酒店大约17km。包括洋人街和大理崇圣寺三塔都在酒店周边，对于入住旅客想在该地区畅游会很方便。优美的环境，再搭配上细致周到的服务，酒店的休闲区定能满足您的品质需求。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92317404&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A92317404%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理泊舍民宿,经济型,¥525起,10,大理古城 | 大理古城南门文献路9组,926米，步行约1.0公里，预计14分钟,14分钟,距文献楼直线926米，步行约1.0公里，预计14分钟,100,4.9,245,4.8,4.9,4.9,4.8,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2020年04月01日,2018年10月01日,15308728221,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93573430&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A93573430%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理汝说客栈,舒适型,¥729起,7,大理古城 | 大理镇东门村6组118号,892米，步行约1.0公里，预计14分钟,14分钟,距大理市中医医院直线892米，步行约1.0公里，预计14分钟,96,4.8,24,4.8,5.0,4.7,4.9,4.0,14:00,12:00,1,1,1,0,0,1,0,1,null,2019年07月01日,19987239301,大理汝说客栈位于大理古城东门，共有7间客房，房间内有浴缸，无线，独立客厅，电视，床品都是精心挑选，壁灯，吊灯，每一个处设计都是我们对待生活的态度，有超大的院子，院子里有一颗石榴树，等到了季节就可以摘，树下有榻榻米，可以坐在上面喝茶聊天讲故事，一片草坪上面有一只叫八妹的垂耳兔，院子里的多肉和仙人掌都是我们最喜欢的植物。院子旁边就是我们的茶室，小酒馆和餐厅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94275179&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A94275179%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
弥渡弥顺酒店,经济型,¥134起,29,弥渡县城区 | 弥城镇陆家营84号,1.4公里，驾车约2.3公里，预计7分钟,7分钟,距美晨·新城直线1.4公里，驾车约2.3公里，预计7分钟,77,4.6,133,4.6,4.6,4.6,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2016年01月01日,0872-8333999,客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91907634&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A91907634%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理去玩吧·月溪客栈,舒适型,¥232起,31,大理古城 | 大理古城洱海门洪武路月溪村19号,930米，步行约1.3公里，预计19分钟,19分钟,距大理古城客运站(公交站)直线930米，步行约1.3公里，预计19分钟,100,4.8,1585,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2017年09月01日,2017年03月01日,18987230637,大理去玩吧·月溪客栈位于大理古城洱海门旁的洪武路，客栈环境优雅，房间风格多种。附近有古城最大的停车场，满足自驾客户的需求，客栈旁边的洪武路玉洱路是古城餐饮最多的街道，方便客人餐饮需求。欢迎各位入住！,https://hotel.elong.com/hotel/hoteldetail?hotelId=92510517&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A92510517%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理晴天国际青年旅舍,经济型,¥62起,10,大理古城 | 大理古城月溪村343号,762米，步行约920米，预计14分钟,14分钟,距大理古城客运站(公交站)直线762米，步行约920米，预计14分钟,48,5.0,95,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2022年04月26日,2021年04月01日,19987222287,旅舍内设读书区、公共用餐区、茶吧、桌游室、自助厨房及物物交换区等特色设施；客房温馨舒适，旅舍还提供票务咨询及预订、旅游咨询服务，为顾客的大理之旅提供便利。青旅位于古城边，清晨可以到楼顶看看古城的晨曦，苍山的雪，亦可步行至洱海边，感知不一样的大理；在这悠闲的时光里，品着香浓的咖啡，坐着小院里的秋千，在咖啡厅与来自天南海北的朋友侃侃而谈，也可骑着单车转悠大理的每一个角落，去洱海边拍拍照，在楼顶晒晒太阳，这就是晴天国际青年旅舍。,https://hotel.elong.com/hotel/hoteldetail?hotelId=67328728&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A67328728%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理兰尚居客栈,经济型,¥300起,9,喜洲 | 喜洲镇市坪街32号,206米，步行约217米，预计3分钟,3分钟,距严家大院博物馆直线206米，步行约217米，预计3分钟,96,4.6,28,4.7,4.7,4.7,4.7,4.0,14:00,12:00,1,1,0,0,0,1,1,1,2017年12月01日,2015年02月01日,0872-2671437,客栈位于市坪街，地处大理喜洲白族古镇，西倚苍山，东临洱海，环境清幽。客栈以瓦屋、木雕、照壁、浮雕、青石为设计元素，具有典型的白族民居建筑风格，并将古韵特色与内敛现代融为一体。客房精致典雅，设施齐全，内设休闲院落，为宾客提供轻松愉悦的休闲环境。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90736717&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A90736717%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理洱海小墅客栈,经济型,¥151起,12,洱海才村风景区 | 大理古城瓦村十三组,207米，步行约274米，预计4分钟,4分钟,距才村风景区直线207米，步行约274米，预计4分钟,99,4.9,279,4.7,4.9,4.9,4.8,4.0,12:00,12:00,1,1,0,0,0,0,0,1,2018年12月01日,2018年08月01日,15096976463,大理洱海小墅客栈位于大理古城才村码头洱海边，洱海小墅花草树木繁多，春意盎然很适合修身养性。客栈所处地理位置优越安静优雅距洱海4分钟路程，早上有兴致可以在顶楼看苍山看洱海日初（才村是看洱海日初的不二选择哦），晚上数数天上的星星吹吹洱海边的风也是很安逸的。小墅一楼设有茶室，喜欢喝茶的朋友可以一起品茶，老板有一手烘培的好厨艺想学做蛋糕朋友们可以跟老板娘学习。小墅二楼的房间有带阳台的躺在沙发上享受着阳光浴很适合发呆看书。三楼顶的大露台东面可洱海西面可观苍山全景，更是夜观繁星的完美地方。如果你喜欢大理就来洱海小墅吧在这里尽情享受大理的安逸生活！大理欢迎你！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90834230&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A90834230%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A76%7C%2a%7Cpage_size%3A20%7C%2a%7C
祥云九居精品酒店,经济型,¥90起,43,祥云县城区 | 祥城镇文化西路县医院东门对面喜乐乐超市,969米，步行约1.1公里，预计17分钟,17分钟,距祥云县第一中学初中部直线969米，步行约1.1公里，预计17分钟,89,4.7,64,4.7,4.8,4.7,4.7,4.0,00:00,14:00,1,1,0,0,0,0,0,0,2021年02月01日,2021年02月01日,0872-3062986,位于祥云，2021-02-01开业的祥云九居精品酒店，将是您旅途中的不二选择。酒店距离大理机场仅49km，距离祥云站仅3km，交通都很便捷。所有极具特色的客房都配备有空调，让您感受到更加贴心细致的入住体验。瓶装水可供使用，便捷的客房设施定能让您倍感舒适。倘若您在忙碌的一天后想在自己的客房内放松，提供拖鞋、24小时热水和吹风机的客房浴室是不错的选择。酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。酒店设有24小时前台咨询服务，为下榻至此的您提供最贴心的行程安排。,https://hotel.elong.com/hotel/hoteldetail?hotelId=65959881&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A65959881%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
